data,precip,maxima,minima,horas_insol,temp_media,um_relativa,vel_vento
27/06/1973,0.0,20.8,18.4,5.8,18.8,91.6,3.3
28/06/1973,20.6,20.7,5.5,13.3,12.6,90.7,0.2
29/06/1973,0.0,40.4,21.5,3.5,14.0,71.3,1.8
30/06/1973,5.9,24.0,10.1,3.1,13.6,76.7,2.7
01/07/1973,11.5,32.9,20.0,6.7,20.7,66.5,1.8
02/07/1973,0.0,34.7,21.9,6.1,26.9,69.0,2.3
03/07/1973,12.1,24.1,16.2,3.0,16.3,59.3,0.5
04/07/1973,0.0,27.2,10.8,9.2,19.0,82.4,3.2
05/07/1973,17.9,25.7,12.2,6.1,15.6,68.2,0.4
06/07/1973,3.9,15.9,18.7,6.3,22.8,68.0,0.4
07/07/1973,0.0,16.3,10.2,6.0,20.9,71.0,3.5
08/07/1973,0.8,25.4,12.8,1.9,24.1,70.9,4.0
09/07/1973,11.7,22.7,18.1,2.8,14.7,66.4,2.5
10/07/1973,0.0,35.9,12.5,0.0,19.4,85.0,1.7
11/07/1973,0.0,23.8,22.5,10.5,18.4,76.7,0.4
12/07/1973,1.6,36.3,10.6,6.0,18.8,68.7,0.5
13/07/1973,0.0,22.4,0.0,9.9,24.5,75.4,1.4
14/07/1973,21.5,36.0,11.9,4.2,16.8,74.1,1.4
15/07/1973,0.0,28.0,17.2,10.5,17.4,74.2,0.0
16/07/1973,11.9,28.3,19.8,0.0,15.7,82.7,2.7
17/07/1973,5.8,22.2,13.7,9.8,30.2,80.3,0.0
18/07/1973,0.0,28.4,14.3,5.7,14.9,97.3,0.0
19/07/1973,3.7,34.8,15.5,0.6,22.5,65.5,1.2
20/07/1973,11.4,24.3,24.1,0.0,12.9,94.8,2.5
21/07/1973,1.9,23.2,17.5,8.0,21.9,80.0,2.2
22/07/1973,15.4,23.7,13.3,9.9,14.0,75.2,2.0
23/07/1973,13.7,34.4,25.6,6.3,20.3,66.2,0.4
24/07/1973,12.7,30.0,15.7,8.4,21.1,69.8,2.0
25/07/1973,0.0,33.4,5.6,7.8,19.2,77.6,4.0
26/07/1973,0.0,26.9,8.9,6.2,23.1,64.4,2.1
27/07/1973,0.0,25.4,18.4,9.8,21.9,75.2,3.1
28/07/1973,5.7,27.6,7.1,0.2,16.2,96.9,0.0
29/07/1973,9.1,31.2,18.1,6.4,22.0,79.2,2.3
30/07/1973,0.0,23.7,11.9,8.7,20.7,81.2,3.3
31/07/1973,3.7,32.9,21.4,4.3,24.3,64.9,2.8
01/08/1973,5.3,27.2,16.5,7.0,12.5,81.6,2.7
02/08/1973,1.0,11.4,7.7,1.4,20.1,59.0,0.9
03/08/1973,16.4,30.2,20.1,6.3,20.1,51.1,2.4
04/08/1973,7.9,17.9,22.3,3.2,17.8,81.2,3.6
05/08/1973,16.6,30.0,9.5,4.0,24.8,77.7,1.8
06/08/1973,1.7,30.3,11.8,8.3,16.1,91.4,4.7
07/08/1973,12.9,27.0,18.1,0.0,23.1,56.6,0.4
08/08/1973,19.7,28.2,19.0,1.7,16.0,85.3,2.6
09/08/1973,16.6,31.4,27.0,8.9,26.1,73.7,1.7
10/08/1973,0.0,22.3,20.0,5.4,21.6,84.0,0.0
11/08/1973,1.3,29.7,27.3,3.1,12.0,60.6,2.3
12/08/1973,0.4,31.8,15.8,7.8,25.2,81.4,1.9
13/08/1973,8.5,35.2,17.5,1.7,22.3,59.1,0.4
14/08/1973,10.5,18.8,12.9,1.5,20.0,91.4,0.0
15/08/1973,0.0,27.5,13.1,5.2,16.5,69.9,2.4
16/08/1973,4.4,19.6,16.4,5.5,15.4,73.9,2.1
17/08/1973,0.0,19.4,12.8,3.1,22.1,80.2,2.2
18/08/1973,17.8,27.2,3.2,5.0,12.0,66.2,3.6
19/08/1973,0.0,25.6,12.4,11.3,16.3,84.3,2.4
20/08/1973,4.3,31.7,20.9,5.9,23.0,89.0,1.0
21/08/1973,0.7,23.2,16.0,1.5,12.7,58.9,6.0
22/08/1973,15.0,24.4,16.0,6.1,12.9,71.1,4.8
23/08/1973,0.0,26.3,12.0,0.0,22.1,69.7,1.8
24/08/1973,3.6,20.2,17.3,12.4,18.3,64.8,2.3
25/08/1973,2.7,21.0,23.7,1.3,27.7,75.6,0.0
26/08/1973,0.0,31.5,22.4,6.8,18.1,80.5,3.1
27/08/1973,20.6,22.0,17.4,6.7,12.0,66.9,1.6
28/08/1973,0.0,31.9,11.5,2.9,25.1,94.0,2.6
29/08/1973,11.3,28.6,24.2,11.1,13.1,76.1,0.0
30/08/1973,7.2,16.3,20.8,14.1,14.6,77.7,2.9
31/08/1973,16.1,28.2,8.5,3.1,17.9,78.4,0.0
01/09/1973,0.0,28.1,7.2,8.8,20.4,60.7,0.0
02/09/1973,0.0,27.5,8.8,2.1,21.5,58.9,4.4
03/09/1973,14.5,24.3,13.3,11.2,24.3,89.5,0.0
04/09/1973,7.9,19.8,20.0,11.0,7.0,90.6,0.0
05/09/1973,0.0,32.8,19.9,10.0,15.0,86.8,0.5
06/09/1973,0.0,24.5,17.3,0.0,24.8,71.2,1.7
07/09/1973,7.5,20.1,15.0,3.9,15.2,67.9,0.0
08/09/1973,11.9,27.7,27.1,3.9,19.3,70.1,0.0
09/09/1973,0.0,20.9,15.8,3.7,26.2,53.3,0.0
10/09/1973,0.0,19.7,15.2,11.3,18.8,72.9,1.4
11/09/1973,8.9,23.0,13.2,0.0,18.3,75.1,4.7
12/09/1973,0.0,21.3,26.4,7.6,18.8,74.5,2.9
13/09/1973,0.0,19.9,19.1,9.0,25.9,68.5,2.0
14/09/1973,0.0,29.7,10.7,3.3,11.7,78.6,0.7
15/09/1973,11.7,24.5,10.1,8.0,28.3,87.5,1.6
16/09/1973,5.0,32.3,7.5,7.8,18.5,65.1,1.6
17/09/1973,1.6,20.3,15.2,4.9,17.9,70.3,2.6
18/09/1973,17.3,15.3,8.4,10.3,15.6,34.6,2.4
19/09/1973,10.0,26.0,10.0,3.9,14.0,90.0,1.7
20/09/1973,19.6,35.7,20.8,10.3,8.1,70.1,2.8
21/09/1973,0.0,28.2,20.0,6.5,25.6,77.3,2.2
22/09/1973,3.4,43.5,22.9,4.8,8.7,70.5,0.0
23/09/1973,0.0,27.0,8.5,5.1,19.3,77.1,0.1
24/09/1973,1.5,26.5,10.8,0.5,17.4,82.1,0.7
25/09/1973,1.3,12.8,12.6,4.6,21.0,68.9,3.7
26/09/1973,9.9,27.6,23.6,1.6,9.8,81.2,3.4
27/09/1973,4.2,26.1,16.0,7.1,15.5,56.7,1.9
28/09/1973,9.9,22.8,24.5,9.6,21.9,84.1,2.2
29/09/1973,10.6,24.3,18.7,7.8,20.5,66.6,1.6
30/09/1973,24.8,24.7,15.1,3.2,16.3,82.5,2.3
01/10/1973,0.7,24.1,18.4,5.0,20.1,81.5,3.0
02/10/1973,0.0,37.1,7.3,7.1,28.0,100.0,2.5
03/10/1973,6.2,23.0,5.7,7.3,24.9,86.0,1.0
04/10/1973,0.0,26.1,16.9,12.5,24.4,89.6,1.6
05/10/1973,18.2,22.8,15.7,8.5,22.3,79.3,2.4
06/10/1973,1.0,29.6,25.0,6.6,20.5,78.0,0.8
07/10/1973,0.0,26.1,9.0,6.4,16.2,55.2,2.5
08/10/1973,0.0,23.5,17.5,4.6,19.9,91.5,3.0
09/10/1973,10.8,14.1,19.0,6.0,29.2,97.7,2.0
10/10/1973,2.2,26.5,17.3,8.8,24.1,76.1,3.7
11/10/1973,0.0,23.4,21.0,3.2,17.8,68.5,2.6
12/10/1973,20.0,24.8,12.6,7.6,9.3,69.7,3.1
13/10/1973,0.0,18.4,19.7,5.6,23.3,74.1,0.9
14/10/1973,4.1,33.3,18.4,12.8,24.2,67.5,4.0
15/10/1973,10.1,30.0,21.3,7.2,16.9,79.0,2.9
16/10/1973,0.0,33.3,13.2,7.3,16.3,86.7,1.8
17/10/1973,8.5,31.7,9.9,2.6,10.0,74.7,2.7
18/10/1973,0.0,28.5,12.6,11.8,25.7,81.3,2.1
19/10/1973,11.8,18.6,10.5,8.0,17.6,86.9,3.4
20/10/1973,0.0,35.7,12.9,11.4,20.9,72.1,1.9
21/10/1973,10.5,19.8,14.0,5.3,14.2,94.1,1.5
22/10/1973,14.6,23.6,11.2,6.0,12.5,97.5,1.4
23/10/1973,12.2,29.2,15.7,0.6,26.9,90.8,3.2
24/10/1973,6.2,29.4,10.0,13.3,17.7,79.0,2.7
25/10/1973,1.5,28.4,15.3,7.5,15.9,65.0,5.3
26/10/1973,0.0,22.8,13.3,13.3,33.8,82.5,2.0
27/10/1973,18.1,21.7,15.1,4.6,24.4,80.5,0.0
28/10/1973,0.0,39.6,17.6,7.9,16.1,96.4,2.8
29/10/1973,0.0,24.9,13.6,9.9,23.2,72.3,2.3
30/10/1973,10.3,24.2,11.9,7.3,11.7,68.1,2.3
31/10/1973,0.0,21.1,12.5,4.7,18.0,96.3,1.8
01/11/1973,0.0,26.5,20.6,4.1,15.5,73.7,2.0
02/11/1973,0.0,26.3,21.8,4.7,21.6,76.5,3.0
03/11/1973,0.0,25.0,13.2,16.5,27.7,69.2,2.9
04/11/1973,3.0,27.3,14.9,3.6,11.3,78.4,1.0
05/11/1973,6.1,35.2,7.4,0.0,28.7,76.2,1.7
06/11/1973,13.1,21.7,14.8,6.2,23.3,76.1,4.3
07/11/1973,8.9,25.4,8.6,6.1,14.7,77.8,3.9
08/11/1973,1.9,21.4,13.3,4.8,14.8,76.6,2.4
09/11/1973,1.8,26.8,20.9,3.6,16.1,62.5,2.1
10/11/1973,8.7,21.9,8.4,4.9,15.3,88.9,0.0
11/11/1973,16.2,22.1,11.3,0.8,15.5,85.6,2.0
12/11/1973,5.0,16.8,11.3,13.0,10.7,82.5,1.2
13/11/1973,0.0,25.7,7.6,7.0,18.6,68.3,0.3
14/11/1973,0.0,27.6,19.8,6.5,23.2,88.5,0.0
15/11/1973,0.0,35.8,17.0,10.2,16.8,75.5,2.9
16/11/1973,10.3,27.8,24.4,16.7,21.0,71.8,0.0
17/11/1973,9.4,22.6,10.8,4.4,25.1,74.2,1.2
18/11/1973,9.4,17.4,7.1,7.2,12.3,74.6,2.4
19/11/1973,2.5,18.2,20.2,9.2,16.3,63.3,5.1
20/11/1973,17.5,17.7,13.9,8.7,12.2,84.7,2.0
21/11/1973,0.0,35.9,13.4,9.6,12.7,78.0,1.0
22/11/1973,13.1,26.8,22.8,9.6,26.3,85.8,4.0
23/11/1973,3.4,21.8,16.5,4.4,17.1,69.9,2.7
24/11/1973,0.0,19.6,20.0,10.7,21.9,80.7,2.1
25/11/1973,9.5,20.2,12.6,5.6,20.4,75.2,1.3
26/11/1973,7.8,21.7,12.2,7.1,23.1,71.6,3.7
27/11/1973,7.2,32.6,13.9,8.4,20.3,80.1,4.4
28/11/1973,4.6,25.0,18.9,3.2,20.1,83.8,4.5
29/11/1973,3.4,16.9,15.9,7.7,12.3,69.6,0.5
30/11/1973,27.1,38.3,17.9,8.5,19.8,93.6,2.4
01/12/1973,15.3,18.6,3.1,0.0,19.7,73.5,1.8
02/12/1973,10.8,21.8,6.6,11.5,15.0,100.0,0.5
03/12/1973,4.9,32.6,5.2,2.8,9.5,68.0,0.0
04/12/1973,13.6,27.5,13.8,7.1,20.8,72.5,0.9
05/12/1973,8.8,22.4,8.9,12.0,25.6,53.3,4.1
06/12/1973,4.0,18.1,23.8,8.6,10.9,76.2,4.9
07/12/1973,0.8,19.6,15.6,10.1,18.8,89.5,0.8
08/12/1973,3.0,20.0,16.7,10.4,8.6,65.1,0.0
09/12/1973,0.0,25.2,10.4,4.1,22.8,83.3,2.7
10/12/1973,5.8,26.2,10.2,1.9,25.4,69.0,5.1
11/12/1973,0.0,24.3,23.2,7.7,19.1,79.7,2.4
12/12/1973,19.3,24.9,24.3,8.8,22.7,85.8,0.3
13/12/1973,3.9,19.1,17.7,10.4,19.9,100.0,1.6
14/12/1973,0.0,26.8,5.8,9.1,14.8,89.7,0.0
15/12/1973,3.3,32.4,13.6,4.1,18.9,72.9,3.7
16/12/1973,0.0,24.2,17.2,9.5,19.5,59.2,2.7
17/12/1973,8.4,24.1,14.6,0.0,18.9,81.7,2.1
18/12/1973,6.6,25.6,5.4,11.0,21.4,92.1,2.8
19/12/1973,13.1,31.5,24.6,2.5,20.2,76.8,0.0
20/12/1973,0.0,20.0,11.6,2.4,18.6,71.5,1.4
21/12/1973,4.1,33.4,9.2,15.8,16.4,85.1,3.9
22/12/1973,0.0,27.5,15.5,6.2,22.0,74.5,0.0
23/12/1973,10.6,25.3,21.4,5.0,21.7,73.2,3.6
24/12/1973,8.8,32.1,18.1,1.5,20.5,79.7,1.7
25/12/1973,8.6,18.4,9.3,7.8,15.5,84.5,0.0
26/12/1973,3.8,28.1,8.5,9.1,14.0,64.4,2.6
27/12/1973,7.8,27.6,5.1,4.6,22.9,57.0,4.3
28/12/1973,19.4,19.8,14.2,0.0,15.2,63.1,1.3
29/12/1973,1.0,27.8,13.4,12.4,17.9,67.3,3.3
30/12/1973,5.1,26.7,18.1,4.9,12.0,97.7,3.1
31/12/1973,0.0,24.1,12.3,4.8,21.8,71.1,1.8
01/01/1974,0.0,30.1,20.4,5.9,13.5,81.9,3.5
02/01/1974,4.7,21.9,18.8,2.8,13.3,70.0,3.0
03/01/1974,14.5,26.7,12.1,11.0,14.7,68.7,0.0
04/01/1974,1.3,24.4,17.6,8.9,21.7,88.2,0.3
05/01/1974,1.5,21.6,22.1,7.9,18.5,56.4,1.8
06/01/1974,0.0,28.0,11.0,15.1,16.5,90.6,3.7
07/01/1974,0.0,23.9,14.6,3.3,27.7,76.2,1.7
08/01/1974,6.6,16.7,14.5,11.1,22.1,77.4,5.1
09/01/1974,0.0,14.8,13.9,0.0,9.8,88.1,3.5
10/01/1974,16.3,29.6,19.5,8.6,15.3,91.8,1.3
11/01/1974,0.0,18.2,19.9,14.9,9.9,66.4,0.0
12/01/1974,10.8,26.7,17.6,1.9,17.2,59.4,2.0
13/01/1974,0.0,25.4,17.4,12.5,24.7,58.0,2.4
14/01/1974,10.3,23.0,12.9,0.6,20.8,76.4,2.6
15/01/1974,10.3,36.3,17.3,14.2,18.4,66.0,2.8
16/01/1974,7.5,26.2,9.4,4.2,17.3,62.1,1.1
17/01/1974,0.0,29.4,27.7,3.1,21.2,81.9,3.8
18/01/1974,6.2,26.8,22.2,3.9,11.3,82.7,0.6
19/01/1974,0.0,23.8,20.3,6.1,19.0,73.4,3.9
20/01/1974,1.3,25.0,17.6,5.4,20.4,73.3,0.6
21/01/1974,13.8,33.5,17.6,5.8,13.3,79.0,2.3
22/01/1974,11.5,31.3,7.5,7.3,15.2,62.7,3.1
23/01/1974,3.9,36.3,9.6,7.0,29.2,82.4,2.8
24/01/1974,0.0,26.4,10.2,6.0,22.2,84.6,0.7
25/01/1974,10.1,20.1,15.9,4.3,11.2,90.8,0.6
26/01/1974,3.9,22.6,14.3,7.7,15.9,56.1,0.0
27/01/1974,0.0,18.3,19.6,7.5,19.4,81.9,0.1
28/01/1974,11.4,29.5,11.0,7.3,30.9,82.6,0.0
29/01/1974,3.5,21.8,20.6,6.0,24.0,93.9,4.0
30/01/1974,15.5,7.7,11.7,3.3,24.9,74.1,4.8
31/01/1974,0.0,39.2,13.6,6.3,21.5,74.1,2.8
01/02/1974,0.0,21.9,20.0,4.9,14.8,73.7,2.9
02/02/1974,6.5,21.8,18.1,0.0,27.4,71.8,3.2
03/02/1974,6.6,34.7,9.6,10.0,23.8,66.3,1.7
04/02/1974,0.0,18.2,20.8,7.0,25.8,65.0,1.2
05/02/1974,0.0,31.6,16.1,5.9,27.9,68.6,1.8
06/02/1974,30.7,21.8,5.3,8.1,27.2,81.2,0.0
07/02/1974,0.8,17.6,11.6,3.0,19.5,66.3,2.2
08/02/1974,10.9,34.9,13.7,11.4,20.9,83.2,5.1
09/02/1974,0.0,30.4,10.0,10.8,20.5,75.9,1.8
10/02/1974,0.0,30.4,22.2,1.4,24.1,82.2,1.5
11/02/1974,2.1,27.2,13.8,3.5,21.2,83.9,3.0
12/02/1974,1.2,28.6,17.9,8.7,20.3,73.2,1.2
13/02/1974,0.0,18.1,16.7,7.0,19.1,89.2,0.4
14/02/1974,2.6,25.8,19.1,6.0,18.9,88.9,0.8
15/02/1974,6.3,19.8,23.8,7.8,21.1,63.3,4.2
16/02/1974,2.3,17.2,18.9,0.0,26.0,68.5,1.4
17/02/1974,0.0,27.5,24.1,2.4,14.9,72.6,0.0
18/02/1974,8.5,31.7,19.1,3.6,19.9,87.5,3.1
19/02/1974,0.0,22.9,16.3,9.0,21.3,90.5,2.5
20/02/1974,0.0,23.9,17.2,0.0,27.7,79.5,1.0
21/02/1974,11.0,18.6,3.0,6.7,17.5,91.9,2.9
22/02/1974,8.7,25.2,13.5,4.5,15.8,72.4,3.1
23/02/1974,3.2,29.5,15.0,8.6,27.0,92.8,0.3
24/02/1974,0.0,29.6,17.8,9.2,22.1,86.7,3.6
25/02/1974,0.0,28.2,15.5,12.7,17.5,78.2,1.6
26/02/1974,1.2,21.6,17.3,1.4,24.8,83.4,0.0
27/02/1974,0.0,21.4,9.3,2.8,10.4,89.4,0.0
28/02/1974,0.0,29.7,8.0,6.2,19.3,71.4,1.0
01/03/1974,10.1,29.8,9.9,11.6,21.0,69.3,2.5
02/03/1974,17.7,24.1,23.3,7.7,22.5,82.3,3.2
03/03/1974,0.0,22.7,9.5,6.4,15.5,74.1,1.7
04/03/1974,11.2,31.8,11.8,10.8,15.5,76.3,0.0
05/03/1974,0.0,23.1,16.2,4.5,27.1,93.3,3.9
06/03/1974,10.2,29.4,8.0,10.6,19.7,67.4,4.0
07/03/1974,0.0,24.3,11.4,12.9,20.4,85.9,2.4
08/03/1974,6.8,19.1,18.9,5.4,16.0,79.2,1.4
09/03/1974,1.3,34.3,13.5,0.0,15.1,64.0,1.5
10/03/1974,16.7,25.8,23.8,6.6,16.8,62.2,0.0
11/03/1974,0.0,21.1,7.4,12.5,25.4,50.6,1.4
12/03/1974,9.9,17.2,14.0,8.0,16.5,71.4,0.0
13/03/1974,1.0,17.8,13.5,0.6,18.4,64.4,2.5
14/03/1974,2.2,23.0,15.6,11.0,27.5,76.7,1.0
15/03/1974,2.0,36.1,9.7,9.2,30.1,78.2,4.6
16/03/1974,0.0,21.8,12.9,10.0,12.4,57.4,4.2
17/03/1974,3.6,33.4,19.5,10.5,9.2,53.3,0.5
18/03/1974,3.1,24.4,14.4,3.9,16.1,82.3,1.2
19/03/1974,6.1,18.4,10.5,10.2,14.8,71.7,2.5
20/03/1974,4.6,22.4,25.7,3.5,21.9,66.8,2.6
21/03/1974,11.6,17.8,15.9,1.4,19.5,73.2,3.3
22/03/1974,12.8,20.2,18.6,2.8,19.0,81.1,2.0
23/03/1974,0.0,20.1,19.4,8.7,23.9,86.9,0.0
24/03/1974,12.2,14.3,15.3,4.4,9.2,76.0,1.5
25/03/1974,0.0,33.8,11.8,11.8,16.6,78.9,1.5
26/03/1974,9.5,26.3,16.6,10.4,19.0,86.4,2.3
27/03/1974,9.8,21.2,12.3,8.7,24.6,86.1,3.4
28/03/1974,0.0,26.4,17.5,11.5,19.3,88.7,3.6
29/03/1974,4.7,20.4,14.9,1.4,21.6,62.0,2.8
30/03/1974,0.0,9.9,20.6,9.8,18.0,45.4,1.7
31/03/1974,0.0,42.0,10.1,8.3,19.4,67.5,2.3
01/04/1974,17.0,26.2,19.1,1.0,18.2,86.5,1.1
02/04/1974,0.0,21.8,18.6,3.2,18.5,75.6,3.8
03/04/1974,0.0,14.1,14.5,5.4,20.0,90.1,1.5
04/04/1974,4.5,16.6,19.2,5.3,26.7,62.4,2.0
05/04/1974,10.5,34.6,17.7,5.9,21.6,67.7,0.0
06/04/1974,2.4,33.7,18.9,3.6,18.6,80.9,1.8
07/04/1974,15.2,29.4,18.6,11.8,22.3,78.5,3.7
08/04/1974,8.9,18.8,15.9,1.2,20.5,78.6,2.0
09/04/1974,0.0,33.8,12.8,1.3,22.5,74.4,1.4
10/04/1974,0.0,27.7,12.7,2.3,17.7,74.9,4.4
11/04/1974,0.0,28.9,14.6,3.5,22.0,94.6,0.5
12/04/1974,8.4,27.7,19.7,3.2,22.1,75.0,0.8
13/04/1974,0.0,16.5,18.7,12.6,12.6,88.2,0.0
14/04/1974,28.7,18.3,20.5,3.4,17.7,75.8,4.0
15/04/1974,8.9,22.2,21.0,5.5,18.8,88.3,0.0
16/04/1974,5.2,28.8,14.6,1.0,18.0,75.1,1.9
17/04/1974,15.3,17.2,25.2,4.2,14.5,73.9,1.4
18/04/1974,26.7,24.1,15.2,8.4,7.5,75.0,2.1
19/04/1974,12.3,24.1,13.3,8.7,24.6,85.2,3.9
20/04/1974,13.0,29.7,17.3,9.9,9.0,59.8,1.5
21/04/1974,5.0,29.0,18.0,2.1,29.3,71.6,1.5
22/04/1974,2.4,19.4,12.1,3.4,18.4,83.5,0.0
23/04/1974,0.0,33.4,14.9,9.2,16.3,74.8,2.8
24/04/1974,0.0,18.5,13.5,5.9,12.0,67.6,2.0
25/04/1974,0.0,31.4,16.3,5.8,11.5,75.0,2.2
26/04/1974,0.0,22.0,19.5,8.3,15.2,84.3,4.0
27/04/1974,3.0,26.1,14.4,9.9,20.5,89.2,2.5
28/04/1974,0.0,26.4,18.4,3.3,26.5,64.2,0.0
29/04/1974,5.6,26.3,8.9,5.6,12.0,94.9,1.0
30/04/1974,3.4,29.0,20.0,5.5,21.3,68.5,5.7
01/05/1974,5.2,27.4,13.5,2.2,10.5,75.0,3.4
02/05/1974,0.0,29.6,13.4,7.2,15.2,64.9,1.2
03/05/1974,33.8,27.8,17.6,3.9,22.1,78.8,0.5
04/05/1974,17.0,17.9,17.9,6.0,14.6,70.7,0.0
05/05/1974,0.0,26.7,15.1,8.6,27.2,70.0,3.1
06/05/1974,6.0,21.9,11.4,7.1,23.3,80.7,1.7
07/05/1974,0.0,18.8,13.3,2.5,22.0,74.7,1.2
08/05/1974,0.0,23.5,16.1,6.8,16.9,68.9,2.3
09/05/1974,0.0,26.2,18.0,6.6,15.3,70.8,3.2
10/05/1974,8.0,26.6,11.7,3.8,17.4,82.8,0.6
11/05/1974,0.0,31.2,12.6,2.6,20.8,62.1,6.9
12/05/1974,13.2,32.6,16.9,6.6,20.8,79.6,0.3
13/05/1974,13.5,27.1,15.3,0.5,15.6,64.1,2.7
14/05/1974,17.2,28.1,16.4,1.8,16.0,82.3,1.5
15/05/1974,0.0,25.7,3.0,1.0,12.0,91.2,2.1
16/05/1974,8.4,29.5,14.2,1.2,30.8,66.9,4.6
17/05/1974,9.9,27.9,19.8,4.1,15.2,66.6,3.7
18/05/1974,0.0,24.8,12.7,10.2,11.3,97.8,0.0
19/05/1974,0.0,37.4,18.0,8.5,7.4,84.9,1.9
20/05/1974,19.5,22.0,9.8,10.4,16.3,72.9,0.5
21/05/1974,6.0,33.4,8.1,3.6,21.6,75.3,1.0
22/05/1974,10.0,17.4,17.7,0.0,19.1,63.3,0.0
23/05/1974,0.0,29.8,15.4,3.7,18.7,53.1,0.0
24/05/1974,0.0,33.3,14.0,10.5,23.2,75.8,2.8
25/05/1974,0.0,14.2,19.8,4.5,22.4,70.9,3.0
26/05/1974,2.5,25.9,14.2,5.9,15.2,83.3,1.6
27/05/1974,0.0,29.2,12.6,5.2,20.9,76.4,1.4
28/05/1974,3.7,26.6,12.1,8.8,19.9,72.4,2.8
29/05/1974,0.0,27.3,11.1,9.3,16.7,71.9,0.8
30/05/1974,0.0,25.9,17.9,0.0,26.6,57.7,0.0
31/05/1974,10.3,18.9,14.1,0.0,15.8,63.8,3.9
01/06/1974,9.7,38.7,21.2,8.6,16.8,64.2,3.3
02/06/1974,0.0,22.3,1.4,5.2,17.3,84.4,2.2
03/06/1974,0.0,27.6,20.1,8.6,24.1,82.7,3.3
04/06/1974,0.0,21.4,17.4,4.9,24.9,78.7,3.0
05/06/1974,0.1,12.1,15.2,8.1,26.2,95.3,2.7
06/06/1974,10.1,19.9,9.4,5.5,23.4,79.0,3.8
07/06/1974,12.8,16.9,7.6,3.2,19.1,77.0,0.1
08/06/1974,0.0,31.4,19.3,4.5,24.3,70.6,0.5
09/06/1974,0.0,21.7,16.8,5.4,21.4,73.3,3.2
10/06/1974,6.4,22.2,16.7,8.4,19.0,66.7,2.4
11/06/1974,0.0,19.1,15.2,5.3,17.3,89.4,2.7
12/06/1974,0.0,25.7,19.8,1.8,18.7,81.5,2.7
13/06/1974,16.7,21.0,12.8,12.6,17.3,74.3,4.8
14/06/1974,11.8,30.8,14.0,7.2,21.6,73.9,1.0
15/06/1974,5.3,26.9,14.8,11.4,18.5,90.2,3.7
16/06/1974,0.0,21.9,14.6,1.7,22.0,83.9,0.7
17/06/1974,5.8,30.0,22.1,5.0,22.1,67.7,1.0
18/06/1974,14.1,25.2,9.6,6.8,19.6,60.2,0.0
19/06/1974,0.1,25.3,6.2,8.6,17.4,73.7,3.4
20/06/1974,17.0,16.8,8.6,0.0,15.1,79.1,0.5
21/06/1974,16.4,24.7,19.0,0.0,19.1,57.3,1.1
22/06/1974,20.0,27.0,15.2,3.4,21.0,57.0,6.2
23/06/1974,6.7,32.7,7.9,8.2,12.9,71.8,0.0
24/06/1974,9.5,20.8,16.1,3.4,10.9,84.6,2.1
25/06/1974,17.6,38.1,14.1,5.5,19.0,78.6,2.8
26/06/1974,8.1,28.3,18.4,6.2,15.2,77.3,2.3
27/06/1974,0.0,16.5,19.5,2.8,24.5,72.5,4.9
28/06/1974,0.0,20.3,27.8,11.8,26.0,86.4,1.6
29/06/1974,6.1,33.2,9.9,2.9,14.6,84.0,3.1
30/06/1974,0.0,32.2,6.6,0.0,11.2,96.7,0.4
01/07/1974,2.4,25.2,18.5,2.1,22.4,74.7,3.7
02/07/1974,14.5,26.0,20.4,2.7,20.6,89.3,1.2
03/07/1974,0.0,18.5,9.5,6.7,21.5,72.0,3.5
04/07/1974,18.8,32.7,9.5,6.9,23.3,72.5,2.5
05/07/1974,14.7,19.5,17.3,8.3,17.5,79.8,3.2
06/07/1974,0.0,30.0,24.0,13.4,18.6,74.0,0.9
07/07/1974,9.1,32.9,11.4,6.1,23.6,71.1,0.4
08/07/1974,3.8,25.4,16.1,9.3,21.8,82.3,1.0
09/07/1974,15.8,30.7,6.5,4.3,29.6,70.1,2.7
10/07/1974,13.4,35.7,14.7,7.2,21.0,99.0,1.0
11/07/1974,0.0,26.7,15.1,4.6,20.8,80.9,2.5
12/07/1974,9.5,24.1,22.8,5.4,23.9,82.2,3.0
13/07/1974,1.8,24.7,12.2,6.7,29.7,80.5,0.0
14/07/1974,4.6,20.9,19.0,9.9,23.1,96.9,1.7
15/07/1974,0.0,20.8,11.9,5.8,18.2,92.0,1.1
16/07/1974,20.8,27.7,16.1,5.8,16.4,88.0,3.3
17/07/1974,13.9,24.2,25.7,7.3,20.4,92.7,5.1
18/07/1974,0.0,27.0,24.3,9.5,14.2,76.0,1.5
19/07/1974,0.0,16.6,25.1,0.5,22.8,88.3,4.5
20/07/1974,0.0,24.6,17.6,7.0,21.0,79.7,2.7
21/07/1974,8.0,31.0,14.6,0.8,22.1,89.5,1.3
22/07/1974,6.1,18.7,17.0,11.2,10.9,77.6,2.1
23/07/1974,16.0,25.2,17.9,7.4,26.2,78.6,2.0
24/07/1974,11.5,14.5,17.5,10.9,14.1,64.9,3.5
25/07/1974,13.2,17.7,12.2,0.0,13.4,61.0,0.0
26/07/1974,7.0,29.7,12.0,5.4,9.7,87.3,2.4
27/07/1974,0.0,23.4,12.8,9.4,16.6,78.5,4.2
28/07/1974,1.8,35.5,20.8,11.6,20.3,81.1,3.1
29/07/1974,14.1,27.6,21.4,7.4,19.1,79.6,2.1
30/07/1974,3.3,28.2,31.1,4.3,23.0,67.7,2.6
